replica,x,y
0,17459.104,7615.8403
0,14349.442,19912.244
0,8917.062,13991.139
0,7124.3325,14561.826
0,9529.724,7541.838
0,16465.053,17799.48
0,928.0244,11685.168
0,8955.703,5641.979
0,18933.27,6190.252
0,14267.565,3762.144
0,3378.9478,1975.1387
0,18097.287,6503.095
0,5311.8657,19778.207
0,17714.482,5340.8203
0,19902.518,17746.686
0,17781.994,17371.732
0,2530.4983,9274.427
0,6917.437,5254.692
0,7335.053,737.5489
0,14698.86,8284.93
0,14556.767,10299.79
0,3280.7654,2684.9412
0,4984.104,14944.558
0,13580.006,3482.0508
0,3388.2153,15590.444
0,14166.608,6987.6006
0,15594.266,838.57806
0,12849.108,4224.935
0,5190.4604,12697.7295
0,4957.12,7595.333
0,14233.027,3097.1843
0,8259.014,15788.899
0,7828.961,14248.509
0,18089.025,5117.1895
1,10000.0,10000.0
1,14374.817,7628.575
1,18851.793,18909.441
1,13192.944,13414.634
1,13929.664,4560.095
1,10902.446,18780.736
1,8271.042,13066.241
1,11679.568,7573.3916
1,9438.585,2638.7778
1,9583.288,3628.0117
1,9584.756,19270.645
1,10074.648,11027.032
1,408.109,7497.0503
1,9839.04,52.96884
1,2435.4924,3498.0823
1,11696.456,5557.28
1,8398.37,6706.153
1,5017.946,1092.1796
1,3479.073,11978.528
1,6955.1206,8060.9004
1,14337.952,2728.2869
1,1440.1578,9630.754
1,9957.361,15792.224
1,1634.5319,17860.34
1,7149.629,19584.943
1,217.52623,13643.724
1,5953.6997,765.865
1,9697.322,13219.598
1,16264.37,1137.0214
1,9166.374,18858.559
1,15449.51,7420.877
1,7719.5264,2691.083
1,15326.593,560.1904
1,156.5781,12408.837
1,2564.3176,1561.8496
1,6041.1978,4071.1077
1,11179.534,10954.719
1,8726.05,2674.3337
1,8866.931,4995.8164
1,6116.0894,7959.1445
1,3404.9688,12756.667
1,8463.4,1498.4385
1,5740.8223,11144.695
1,4936.1973,14255.473
1,17661.273,14565.326
1,17192.557,15079.152
1,17599.21,15829.466
1,19025.328,16325.019
1,15140.001,2155.3323
1,6827.213,8065.043
1,1966.1902,15256.416
1,5815.6787,4474.1245
1,12539.508,11337.376
1,4965.7446,6998.5493
1,11385.359,4209.8057
1,3823.0532,8544.117
1,8529.672,14481.088
1,15139.793,446.4135
1,19774.94,14123.698
1,3124.4045,586.3297
1,18851.406,1528.9253
1,18897.58,4144.0386
1,13746.368,9324.778
1,9141.438,9543.194
1,14257.172,10993.074
1,11471.439,7275.145
1,11813.816,12505.804
1,15425.26,8107.3164
1,16376.655,9116.075
1,13029.657,12240.115
1,11101.1045,11637.9795
1,2118.5752,9096.494
1,11505.509,6213.5396
1,13570.777,8716.793
1,10627.744,9499.111
1,3537.435,3027.2246
1,4428.6436,10554.357
1,1743.4108,4474.6934
1,17724.078,14196.412
1,18544.979,1825.7521
1,12384.259,6182.488
1,13606.341,3404.6062
1,9475.472,852.98615
1,16957.393,12697.161
1,8821.874,16528.74
1,7412.8335,14344.573
1,10537.366,17012.97
1,6854.882,94.7437
1,6878.527,3137.0942
1,1914.5531,13965.695
1,13283.411,11241.371
1,16178.342,5573.563
1,11687.194,19060.738
1,15407.115,11338.22
1,2211.8398,15028.02
1,12183.31,6222.55
1,17841.908,188.80942
1,903.6211,4634.3657
1,543.904,9315.444
1,16717.988,4604.59
1,15452.001,19226.318
1,8152.333,16763.422
1,7400.211,6780.224
1,16030.301,7540.742
1,4405.177,12017.601
1,1631.5089,10290.41
1,11896.649,13041.895
1,14209.143,7583.292
1,11144.062,738.90533
1,1798.1968,10755.196
1,6430.981,18475.223
1,17660.623,16507.521
1,15470.075,19451.896
1,18685.873,10496.404
1,18433.992,1902.0659
1,1126.5999,13575.004
1,4425.6924,12600.692
1,6334.4453,3569.0815
1,12515.747,8591.988
1,15904.49,14272.557
1,5708.8545,3435.531
1,19497.975,13622.458
1,12763.338,18635.328
1,5291.4927,1796.3544
1,2398.9592,3600.8027
1,13759.244,3060.2554
1,7840.1597,18496.16
1,7768.631,16878.986
1,12079.182,7759.8647
1,271.88184,3595.9883
1,13096.424,1607.1357
1,16869.305,9335.207
1,14026.304,13368.681
1,4225.845,5816.22
1,877.1645,7441.0615
1,15790.696,17137.988
1,15104.331,13717.675
1,19558.014,2528.8052
1,16731.186,7601.816
1,5003.5674,10565.763
1,3024.3962,14950.645
1,3628.9634,18156.23
1,5116.177,5967.5474
1,14519.553,4078.747
1,18992.338,4634.4736
1,13409.727,13963.239
1,8194.8545,5901.484
1,7354.783,6668.909
1,4498.868,4868.734
1,8267.825,4288.217
1,18506.076,13219.831
1,13242.101,8562.342
1,9905.404,17351.225
1,6227.086,19451.254
1,14273.45,16391.201
1,9099.494,2724.6465
1,19557.031,15730.957
1,18427.986,16769.408
1,6522.2837,14242.131
1,13454.619,12159.882
1,562.8877,1768.9011
1,7856.582,16272.249
1,7483.288,10621.434
1,1689.518,3428.1653
1,12166.913,17045.988
1,19197.232,17460.06
1,12045.804,4323.058
1,5354.052,4051.3655
1,10888.844,4284.9297
1,9388.891,14651.7705
1,8986.838,16922.56
1,10654.195,18549.578
1,4011.949,16349.857
1,19742.44,11206.52
1,9784.663,16889.102
1,6383.8286,4632.389
1,14741.459,16663.283
1,1446.9731,8612.517
1,398.6712,643.3126
1,7014.8315,16284.205
1,2995.7136,8120.452
1,12615.478,13926.625
1,13466.623,19082.363
1,2071.95,9752.685
1,9132.8,6007.279
1,18065.742,19032.445
1,4161.2256,7592.1807
1,16374.549,17127.951
1,18624.146,3145.4695
2,10000.0,10000.0
2,5389.2134,10586.638
2,4243.7363,11532.973
2,13958.703,14041.087
2,13191.588,5252.384
2,9060.732,12052.414
2,14770.658,893.57086
2,9826.6,10169.235
2,15525.191,16363.793
2,4201.4033,19527.852
2,18549.584,956.2036
2,17330.852,7138.2495
2,15718.937,12130.559
2,10239.643,19424.771
2,10750.4,864.72235
2,12064.18,7205.846
2,13688.67,8801.108
2,19220.75,15562.91
2,15192.054,6500.901
2,10257.594,9027.29
2,10332.684,1483.5612
2,4492.8813,18204.35
2,19488.865,5574.011
2,14643.67,1149.2073
2,18943.168,7310.379
2,18612.51,15801.7705
2,9931.3545,613.9124
2,14420.926,17810.186
2,5870.282,7603.394
2,8158.54,13935.423
2,658.4666,4428.3574
2,3801.1436,5220.6978
2,2128.4941,5077.7607
2,5923.3374,16744.732
2,3620.0327,704.56274
2,4596.452,6352.84
2,14073.05,9673.682
2,16168.389,15968.153
2,2219.5059,6271.7773
2,18842.244,4561.332
2,15314.447,18334.236
2,3148.7202,18573.87
2,19844.648,15128.804
2,14894.053,11345.905
2,14577.524,10057.755
2,14762.641,18183.791
2,18031.645,15640.727
2,11308.79,14614.791
2,9747.622,14426.1
2,6396.277,10766.352
2,14200.296,1988.398
2,9251.61,9345.874
2,17755.135,6431.018
2,4767.439,5585.997
2,12397.808,17606.662
2,9806.418,15289.774
2,12907.736,3996.4102
2,228.76091,9271.251
2,16884.645,3414.4924
2,6042.2837,9356.294
2,3062.4333,5368.9897
2,12174.928,2320.768
2,14545.754,9859.608
2,14370.396,17876.52
2,17174.379,2279.0156
2,6721.6084,15816.925
2,11134.322,2853.9038
2,9098.078,2554.376
2,12058.342,14552.553
2,8024.1123,5480.044
2,3195.5583,408.8288
2,4276.5435,17480.172
2,319.89615,17747.193
2,16758.191,14860.73
2,9346.236,7466.6025
2,3036.552,4757.47
2,5857.315,5496.448
2,3662.1929,14881.159
2,2538.934,7862.793
2,12585.232,14568.155
2,10222.234,13666.052
2,9606.651,696.37036
2,17327.238,2692.6416
2,16872.502,11809.248
2,8825.165,10663.98
2,9296.587,16989.334
2,13027.487,18150.857
2,15381.765,19682.828
2,7220.154,527.43317
2,10756.799,14561.126
2,16330.543,13243.742
2,562.58014,17167.059
2,17390.523,10391.774
2,7956.2974,18111.121
2,2032.603,7920.9893
2,10014.7705,12736.941
2,2271.3157,19218.83
2,1086.1088,19633.227
2,10851.687,17642.107
2,13338.367,10676.199
2,11662.663,5315.452
2,10431.156,11506.492
2,9661.172,2430.3213
2,3089.3833,15162.3955
2,3106.8796,4968.6475
2,11251.222,19358.396
2,1721.726,19462.508
2,13328.952,18018.512
2,8142.312,9044.992
2,8014.106,16570.906
2,114.870674,12338.276
2,17911.457,7068.49
2,5001.064,19314.97
2,14512.64,8524.847
2,19392.062,8825.237
2,3218.6743,18063.445
2,2075.0576,15024.585
2,7465.8496,1701.2874
2,9707.959,7356.1465
2,13457.758,12575.029
2,11530.87,102.151726
2,16970.793,5298.6514
2,7348.025,12351.219
2,18257.002,15547.309
2,9561.16,8936.429
2,16379.901,8672.821
2,586.7677,17700.465
2,3058.8818,7271.6343
2,9248.886,109.38604
2,7624.7725,4140.5674
2,4092.3464,11715.275
2,352.7225,3738.5947
2,4854.6973,7516.683
2,4238.883,10772.889
2,17991.29,2813.2117
2,15844.846,16897.764
2,3634.4722,13959.423
2,17154.75,10615.731
2,10753.487,15862.08
2,13650.853,10418.987
2,7466.574,12666.764
2,12443.583,17816.527
2,3074.1855,15519.1045
2,2569.483,12445.562
2,330.00394,7905.5586
2,1740.3146,15292.697
2,905.85834,15558.868
2,15697.703,12368.731
2,13121.33,3956.8633
2,1344.1014,13711.191
2,5832.841,9187.743
2,8980.077,14615.526
2,7667.671,9900.464
2,17582.84,8114.813
2,9518.343,6217.691
2,12773.886,8961.569
2,2721.138,1798.7805
2,16596.008,19030.223
2,6882.983,12938.554
2,2571.559,18210.818
2,11555.884,10284.67
2,4315.5654,3289.6309
2,16596.13,2116.7466
2,13491.918,3974.2537
2,19848.44,7645.8447
2,1943.4478,18918.695
2,17654.256,11386.865
2,13055.678,17552.814
2,11199.288,16148.772
2,9936.74,3469.298
2,19404.72,7690.4053
2,401.87512,13186.16
2,10396.476,2222.645
2,13560.106,1463.542
2,3189.1125,9743.831
2,5442.117,8787.131
2,7048.17,7030.4316
2,93.94472,19849.41
2,12939.617,16290.123
2,11900.813,15208.368
2,906.5223,7329.6865
2,9018.659,18052.941
2,2342.76,12303.816
2,967.2623,16669.057
2,11698.294,13968.44
2,15309.679,19428.256
2,801.0738,13377.62
2,10628.625,16052.038
2,15885.702,3425.7144
2,14539.595,5511.5464
2,4078.55,19843.443
2,18760.932,2802.433
2,12358.85,1163.532
2,10657.936,13878.619
2,12280.559,5407.2285
2,7991.745,739.0902
2,10378.113,7639.173
2,1007.97766,10725.349
2,3156.3555,4617.305
2,11336.612,9029.324
2,15041.56,7903.1084
2,3892.1082,8365.65
2,19485.21,1995.4901
2,5775.2627,3677.7832
2,12337.91,19037.148
2,656.1358,19073.58
2,17087.88,19326.041
2,15928.891,18726.459
2,7071.898,16348.169
2,10022.215,17297.953
2,15439.77,18279.863
2,16919.328,18361.797
2,5882.8022,5650.921
2,9302.603,8763.361
2,3657.6763,16719.19
2,13649.029,13686.832
2,8526.529,18244.55
2,5334.89,13899.4375
2,15142.168,5985.5396
2,5840.007,17001.74
3,10000.0,10000.0
3,14337.836,3724.4978
3,6679.9194,5695.6177
3,16185.439,6870.7
3,19654.912,7044.0537
3,5233.035,5205.239
3,12772.481,6550.6475
3,3384.0142,9054.522
3,19374.172,8861.755
3,18724.508,1448.0289
3,5580.085,2515.7534
3,1651.0814,13933.274
3,8537.635,18654.336
3,9903.14,16721.299
3,4804.422,12771.744
3,10895.821,16128.88
3,9305.151,2357.5327
3,8368.121,7225.091
3,17748.746,840.8382
3,12685.657,5047.57
3,13988.774,19794.64
3,9170.449,12443.894
3,3300.5063,7729.6123
3,12248.397,1335.0359
3,12985.714,19890.676
3,17971.053,17561.725
3,3358.4868,7928.6777
3,4975.8154,7163.6777
3,18341.559,9004.011
3,15999.112,3134.6282
3,8354.674,4218.165
3,2753.2593,6960.865
3,572.64966,1966.9463
3,15566.949,11935.493
3,19286.885,18399.312
3,13087.863,237.6304
3,7331.502,12569.917
3,8048.3994,15864.842
3,15597.674,3730.5654
3,5330.8823,14783.224
3,11114.669,16987.578
3,2993.908,15680.651
3,5865.705,6266.054
3,14646.011,7982.1797
3,3563.912,1107.677
3,4308.275,10251.437
3,8907.99,19885.723
3,11607.425,13390.431
3,18701.916,2415.078
3,16368.164,2617.987
3,361.55246,7833.464
3,2850.927,18762.965
3,7014.675,16157.93
3,13642.923,2846.9463
3,15946.893,19147.857
3,11277.792,18840.705
3,1037.1401,19659.477
3,1404.2937,418.68106
3,3448.7166,6209.3535
3,11368.273,11097.817
3,6635.6826,6021.8936
3,2062.2844,12717.022
3,7114.301,17907.008
3,10892.037,18699.791
3,19786.549,15462.943
3,2955.5896,8750.732
3,1309.6754,4248.4907
3,7562.646,11596.419
3,572.7057,9763.017
3,19362.855,18640.816
3,9625.9375,2882.3447
3,7393.5146,2563.1765
3,13908.598,11456.749
3,124.60301,15927.408
3,12607.207,2350.742
3,4269.7915,1406.8099
3,17491.404,15849.433
3,19423.533,16029.562
3,6338.1094,8035.647
3,2549.6628,3170.1653
3,9414.369,5615.637
3,16105.324,8116.9097
3,8662.143,12146.976
3,18815.63,19556.756
3,7816.8696,9725.322
3,13626.984,5872.01
3,4392.1787,13078.435
3,19754.707,19359.807
3,4043.1194,6736.125
3,8176.869,9135.588
3,7726.1006,13357.622
3,9666.941,17095.814
3,11698.894,5272.5796
3,1929.9874,2523.93
3,16329.174,0.79599303
3,10309.999,7360.805
3,4354.1475,17670.799
3,8583.293,4311.0
3,8984.748,6503.074
3,2751.8818,196.47476
3,8823.3125,18909.31
3,4115.763,18799.594
3,16041.052,12970.806
3,14400.435,9274.75
3,19887.953,3738.72
3,14879.599,15418.545
3,8874.3125,4938.753
3,1282.2114,4299.3813
3,16942.775,2928.6982
3,19897.646,10294.508
3,19489.303,10185.461
3,10812.562,10077.133
3,19584.113,15896.914
3,8321.551,17355.64
3,6934.298,15755.465
3,17110.453,18112.42
3,5284.0674,5618.2524
3,6935.1255,4853.273
3,5788.346,16710.457
3,9602.565,5577.8823
3,6975.285,17191.76
3,2416.5627,1106.4546
3,12834.973,3230.1648
3,4080.0469,3929.1892
3,11897.835,3930.361
3,17850.994,18086.06
3,19847.479,4414.757
3,4838.677,15776.389
3,468.98038,1815.3682
3,15690.468,8550.182
3,19933.61,6449.6577
3,13517.419,15079.6455
3,19980.586,6320.8394
3,15756.309,12378.059
3,5336.031,1007.54297
3,13641.897,3134.107
3,5440.762,19196.021
3,17409.84,19164.475
3,14293.765,7035.416
3,3478.5757,17142.605
3,15805.705,16323.251
3,18581.855,14851.646
3,17622.295,10323.751
3,6170.442,13543.505
3,3553.1985,14913.037
3,10801.431,9326.234
3,1913.5421,6030.9385
3,18122.342,1782.0376
3,8348.533,8858.087
3,13930.001,16977.502
3,11009.123,2296.2903
3,9984.27,2981.816
3,1583.4672,19656.605
3,3976.233,10718.595
3,14302.339,19848.443
3,5886.967,10045.139
3,6914.0156,18487.727
3,9325.833,19731.742
3,11226.917,10196.877
3,10494.503,16000.807
3,11489.3955,1311.2872
3,2745.9736,14482.758
3,13133.586,18030.834
3,8859.4375,2115.7996
3,3065.0625,15021.736
3,5690.469,11926.938
3,11290.115,11356.429
3,4599.888,6356.8833
3,6930.2026,1175.168
3,432.014,1965.5369
3,12987.415,18654.488
3,8019.973,3314.4353
3,19835.764,13161.597
3,8142.709,11562.682
3,15293.121,12240.708
3,14197.363,2976.1147
3,9836.809,14714.114
3,12760.271,18367.81
3,18778.877,19466.281
3,9349.992,15160.929
3,1493.2742,2991.166
3,5691.637,669.2434
3,5508.9644,13759.368
3,14407.88,16729.592
3,15691.099,2095.3752
3,13664.567,8417.877
3,18351.105,11746.941
3,1154.5947,3988.4475
3,17171.852,11185.072
3,11237.804,9954.744
3,5132.618,18153.377
3,17388.559,8178.7676
3,9430.686,13753.939
3,3606.2908,10890.0
3,11313.499,13085.234
3,6199.8184,9475.922
3,13316.043,795.27106
3,12937.317,11261.122
3,19639.328,18924.047
3,13075.176,12257.569
3,813.9608,14580.53
3,19813.973,1276.5133
3,11868.225,19724.871
3,4717.208,4210.569
3,16039.18,16585.297
3,5209.707,6677.2324
3,3421.9128,17573.81
3,1839.0077,6299.578
3,15983.945,18260.861
3,3033.517,13041.415
3,17080.504,18973.287
4,10000.0,10000.0
4,3628.1538,8852.983
4,1581.2781,18329.758
4,11330.369,7129.4443
4,5018.7275,9584.805
4,14477.401,9478.301
4,13669.5625,17213.75
4,16908.016,8269.246
4,12284.7705,4002.936
4,4883.9307,1920.4741
4,8677.597,8616.896
4,2012.5831,12598.845
4,7022.629,2704.0488
4,5117.327,1037.5608
4,17477.459,18752.922
4,15550.121,5744.642
4,846.18115,19937.453
4,6293.224,288.4079
4,13599.518,14074.59
4,10446.705,543.4332
4,9672.799,13735.863
4,11566.503,2035.1508
4,11737.153,1007.339
4,6644.761,19461.727
4,10740.346,3605.8423
4,1578.8588,13612.199
4,6205.8164,16040.082
4,19392.498,3362.764
4,18435.002,4132.5767
4,14048.489,4486.2803
4,10612.169,207.2333
4,5961.9653,5275.9307
4,11078.533,14167.601
4,9736.065,2490.4246
4,18205.152,9533.096
4,10768.36,2904.9126
4,6858.33,18068.0
4,12696.73,18564.977
4,14507.889,1518.2997
4,19224.646,7453.3447
4,4631.744,7563.433
4,2336.82,9359.73
4,14269.022,14896.692
4,8030.0835,362.47574
4,3139.4653,15650.976
4,6752.904,14840.591
4,4620.7803,1911.1117
4,7012.779,5039.321
4,13288.488,5971.6396
4,18737.326,6149.6445
4,17114.832,16720.395
4,13166.15,8537.648
4,12904.228,1258.1935
4,1724.8115,2318.8845
4,11595.358,11614.024
4,371.87488,2267.1619
4,13981.951,19003.814
4,7422.0557,1393.9639
4,5758.6626,15871.554
4,13826.0625,7428.266
4,13292.847,2082.5034
4,2340.1167,17985.885
4,12943.69,18119.504
4,4289.9126,11667.934
4,4494.46,19666.676
4,18760.049,3453.896
4,5447.825,13978.559
4,6522.521,19179.002
4,15808.325,3392.9072
4,7522.953,11705.562
4,17230.89,5444.26
4,15790.665,1928.5669
4,4542.9194,19573.232
4,1246.2616,1740.7606
4,11290.1875,16808.88
4,10578.373,10957.88
4,973.05396,16211.84
4,15228.84,12332.279
4,10027.93,4871.792
4,3348.0396,978.767
4,1733.4506,15075.526
4,3524.4395,1102.4817
4,16562.453,260.7318
4,13270.115,5669.2886
4,19652.285,204.23459
4,8414.173,18717.484
4,14616.3125,19166.08
4,19233.896,18115.814
4,16618.7,9934.98
4,2788.497,2395.8315
4,12597.366,6229.8706
4,7675.0674,19878.041
4,15746.076,1827.838
4,9629.338,19670.697
4,4114.899,12.511362
4,4025.0984,14567.515
4,19096.078,8322.258
4,8077.6104,15817.875
4,8506.043,2956.522
4,19105.314,12382.978
4,4809.8267,11336.609
4,668.1312,10949.917
4,13452.646,284.33008
4,14803.584,17789.39
4,12740.019,258.69904
4,12360.632,1348.7399
4,1509.0052,19777.59
4,15711.981,2624.4666
4,1242.3428,4911.4097
4,15716.329,7959.8193
4,13503.132,14142.749
4,5395.923,8957.353
4,17223.717,1237.6464
4,5900.843,12561.571
4,13151.483,17141.574
4,17521.213,9845.625
4,15979.913,4277.778
4,7696.594,1797.7687
4,17996.531,4317.798
4,3260.2732,586.9758
4,16171.637,18140.326
4,4500.707,13236.38
4,4267.4155,17693.441
4,1818.914,18955.652
4,12726.367,13497.643
4,7265.4707,10399.093
4,6034.689,5789.696
4,19283.967,19554.232
4,4278.3623,12745.911
4,11115.898,19967.902
4,7843.205,4639.757
4,19919.768,12869.257
4,8886.641,12230.052
4,10731.2295,3736.3623
4,4522.6387,742.48004
4,14686.477,11292.0625
4,2149.6614,8454.87
4,5529.2217,10498.686
4,13809.89,13610.272
4,14191.495,1339.501
4,4093.8313,11727.173
4,6224.3843,13707.819
4,15372.865,13566.394
4,7788.0967,7542.3364
4,18027.117,17322.084
4,4283.015,11000.762
4,11121.255,8194.981
4,5564.47,14978.885
4,14158.497,19418.975
4,12608.233,8410.686
4,2937.388,13304.761
4,16085.008,6273.965
4,16489.568,16132.51
4,4527.3853,13637.542
4,951.7767,13944.928
4,15796.984,9915.881
4,11224.191,2259.0369
4,8490.921,796.08496
4,19338.197,1071.2739
4,4979.735,15117.685
4,9834.407,17230.508
4,7898.994,3350.5432
4,11704.205,4809.0034
4,9992.19,945.2915
4,11970.8545,3451.3909
4,2371.8315,1888.303
4,3237.4275,16744.596
4,15015.24,18434.674
4,18260.285,12076.309
4,17564.24,11198.886
4,18239.662,40.689953
4,18141.576,14303.492
4,4061.2356,7533.335
4,17176.232,12997.437
4,4817.5005,7923.377
4,16288.545,16452.9
4,5256.5986,18238.51
4,19649.752,1688.8009
4,16576.988,2394.3489
4,13370.54,3916.2627
4,16355.445,11614.281
4,3356.6494,6135.3374
4,3891.943,2724.6765
4,4126.1133,11010.899
4,1143.7533,6346.1787
5,10000.0,10000.0
5,18614.812,10442.416
5,7934.368,6620.2134
5,14454.93,11518.342
5,17609.936,6979.9614
5,593.61505,12588.326
5,15911.045,18928.434
5,13157.445,10497.927
5,12329.536,10087.449
5,14094.247,7641.1143
5,3435.41,18298.79
5,11593.03,12609.318
5,15364.96,16005.479
5,14477.874,17333.508
5,14137.244,15532.389
5,19075.848,16091.696
5,5886.8027,16040.75
5,5135.0386,1401.5385
5,5556.01,7860.8223
5,1200.6953,19108.61
5,4373.646,298.49588
5,1069.4878,12525.905
5,4493.1987,12404.068
5,11447.644,11398.728
5,18982.709,2820.5044
5,4741.5103,5617.77
5,9374.97,13317.705
5,13083.853,9086.8125
5,17702.338,2733.955
5,19210.379,11543.992
5,9338.704,1391.328
5,677.3344,18503.795
5,13145.301,5828.5254
5,2444.8242,12527.94
5,3464.4053,11717.009
5,12497.552,9583.966
5,7019.587,7785.1743
5,9859.822,13150.834
5,11763.8545,10479.854
5,15067.026,1046.802
5,6925.815,10704.284
5,4935.0967,14799.1875
5,4131.2534,12759.517
5,11568.455,3196.562
5,16438.17,2146.118
5,4856.8228,16706.262
5,8298.664,16375.078
5,399.77017,11699.424
5,1329.1497,3587.6077
5,18942.809,18280.635
5,15099.201,5927.5996
5,13266.115,19011.494
5,11952.291,15934.514
5,3252.5723,2157.3503
5,17052.328,3410.8796
5,4581.0303,2568.2278
5,12581.134,8202.831
5,9111.146,7089.796
5,7011.745,7041.019
5,8433.567,1070.3014
5,10525.852,15218.332
5,18353.56,18192.008
5,5139.994,3523.044
5,17052.518,17029.441
5,19595.145,5966.6606
5,5437.0337,7267.5776
5,4087.663,17792.154
5,4173.8105,13374.286
5,13930.264,19069.098
5,5223.0786,13157.858
5,15948.629,3740.1223
5,5352.118,7454.2847
5,17284.406,8283.265
5,4433.1353,16966.16
5,16479.32,4607.925
5,4589.6807,5229.9575
5,18557.855,10752.066
5,5521.873,1608.6476
5,11330.799,8735.604
5,10027.52,15235.093
5,19935.832,10504.811
5,7900.568,3340.8582
5,8091.1475,14573.114
5,15467.892,19930.316
5,15074.979,11040.563
5,9032.454,8498.739
5,18801.479,5844.1875
5,15422.856,1158.0249
5,19625.965,15437.642
5,208.37369,18008.238
5,9542.711,2926.5608
5,17936.633,7705.6816
5,10766.802,11567.308
5,9517.993,4238.0225
5,19311.557,18974.188
5,12994.309,6298.4897
5,18738.373,6721.545
5,9396.885,1277.51
5,16446.477,19439.742
5,5835.5767,19991.56
5,14241.019,18926.588
5,16811.596,19063.967
5,15420.474,9516.811
5,14546.345,15885.456
5,4224.0166,9841.115
5,12301.503,10236.436
5,14619.079,2520.2625
5,18749.824,13515.938
5,1767.7982,15804.876
5,12800.777,19090.328
5,11046.256,6774.6357
5,15840.901,6175.4185
5,19203.834,18001.6
5,5515.997,8130.7803
5,9677.912,13002.753
5,12619.17,16757.06
5,15049.65,2736.1758
5,1028.1813,16639.97
5,9214.498,17317.812
5,11354.318,16614.035
5,7284.679,5906.491
5,2652.5037,18741.842
5,7016.641,17038.01
5,11478.294,8302.457
5,14922.888,10533.733
5,19859.334,12472.803
