replica,indicador
1,False
1,False
1,False
1,True
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,True
1,True
1,True
1,False
1,True
1,False
1,True
1,True
1,False
1,True
1,True
1,False
1,False
1,True
1,True
1,False
1,True
1,True
1,False
1,False
1,True
1,False
1,True
1,False
1,True
1,True
1,False
1,True
1,False
1,False
1,False
1,False
1,True
1,False
1,True
1,False
1,False
1,True
1,True
1,True
1,True
1,False
1,False
1,False
1,False
1,False
1,True
1,True
1,False
1,False
1,True
1,False
1,False
1,True
1,True
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,True
1,False
1,False
1,False
1,True
1,False
1,False
1,True
1,True
1,False
1,True
1,False
1,False
1,True
1,False
1,False
1,True
1,False
1,False
1,False
1,True
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,True
1,True
1,True
2,True
2,False
2,False
2,True
2,True
2,False
2,False
2,False
2,True
2,False
2,True
2,False
2,False
2,True
2,False
2,False
2,True
2,False
2,False
2,False
2,True
2,False
2,False
2,True
2,False
2,False
2,True
2,False
2,False
2,False
2,False
2,False
2,False
2,False
2,False
2,True
2,True
2,False
2,True
2,False
2,False
2,False
2,False
2,False
2,False
2,False
2,True
2,False
2,True
2,True
2,True
2,False
2,False
2,False
2,True
2,True
2,True
2,False
2,False
2,True
2,False
2,False
2,False
2,True
2,False
2,True
2,False
2,False
2,True
2,False
2,False
2,True
2,False
2,False
2,False
2,False
2,False
2,True
2,False
2,True
2,False
2,False
2,False
2,True
2,True
2,True
2,True
2,False
2,False
2,True
2,True
2,True
2,False
2,False
2,True
2,False
2,True
2,True
2,True
2,False
2,True
2,False
2,False
2,False
2,True
2,False
2,False
2,False
2,True
2,False
2,False
2,False
2,False
2,True
2,True
2,True
2,False
2,False
2,False
2,False
2,False
2,False
2,False
2,False
2,True
2,False
2,True
2,False
2,True
2,False
2,True
2,False
2,False
2,True
2,False
2,True
2,True
2,False
2,False
2,False
2,True
2,False
2,False
2,True
2,False
2,True
2,False
2,True
2,True
2,False
2,True
2,False
2,False
2,False
2,False
2,False
2,False
2,False
2,True
2,True
2,False
2,True
2,True
2,False
2,True
2,True
2,False
2,False
2,False
2,False
2,False
2,False
2,True
2,False
2,False
2,False
2,False
2,False
2,False
2,False
2,False
2,True
2,True
2,False
2,False
2,False
2,False
2,False
2,False
2,False
2,False
2,False
2,True
2,True
2,False
2,False
2,True
2,True
2,True
2,True
2,False
2,True
2,True
2,True
2,True
3,True
3,False
3,False
3,True
3,False
3,False
3,False
3,False
3,False
3,False
3,False
3,False
3,True
3,False
3,False
3,True
3,True
3,False
3,False
3,True
3,False
3,False
3,False
3,True
3,False
3,False
3,False
3,False
3,True
3,False
3,False
3,False
3,False
3,False
3,False
3,False
3,False
3,False
3,False
3,True
3,False
3,False
3,False
3,False
3,False
3,True
3,True
3,False
3,True
3,True
3,False
3,False
3,True
3,False
3,True
3,False
3,False
3,False
3,False
3,False
3,False
3,False
3,False
3,False
3,True
3,True
3,False
3,True
3,False
3,False
3,True
3,False
3,False
3,False
3,True
3,False
3,True
3,True
3,False
3,False
3,True
3,False
3,True
3,False
3,True
3,False
3,False
3,False
3,False
3,False
3,False
3,True
3,False
3,False
3,False
3,False
3,False
3,False
3,True
3,False
3,False
3,True
3,False
3,True
3,True
3,False
3,False
3,True
3,False
3,False
3,True
3,False
3,False
3,False
3,True
3,True
3,True
3,False
3,True
3,False
3,False
3,True
3,False
3,True
3,False
3,False
3,False
3,True
3,False
3,False
3,False
3,True
3,True
3,True
3,True
3,False
3,True
3,True
3,False
3,True
3,False
3,False
3,False
3,True
3,False
3,True
3,True
3,True
3,True
3,False
3,False
3,True
3,False
3,False
3,False
3,False
3,True
3,False
3,False
3,False
3,True
3,False
3,False
3,False
3,False
3,False
3,True
3,False
3,True
3,False
3,False
3,False
3,True
3,False
3,True
3,True
3,False
3,False
3,False
3,False
3,False
3,False
3,False
3,True
3,True
3,False
3,False
3,False
3,False
3,False
3,True
3,True
3,True
3,True
3,True
4,True
4,False
4,False
4,False
4,False
4,True
4,False
4,False
4,True
4,False
4,False
4,False
4,False
4,True
4,False
4,False
4,False
4,False
4,True
4,False
4,False
4,True
4,False
4,False
4,False
4,False
4,False
4,True
4,True
4,False
4,True
4,True
4,False
4,True
4,True
4,False
4,False
4,False
4,True
4,False
4,False
4,True
4,False
4,True
4,False
4,False
4,False
4,False
4,False
4,True
4,False
4,False
4,False
4,False
4,False
4,False
4,True
4,False
4,False
4,False
4,False
4,False
4,False
4,True
4,False
4,True
4,False
4,True
4,False
4,True
4,False
4,False
4,True
4,False
4,False
4,True
4,False
4,True
4,False
4,False
4,False
4,True
4,True
4,False
4,False
4,False
4,False
4,False
4,False
4,True
4,False
4,True
4,True
4,True
4,False
4,False
4,True
4,True
4,False
4,False
4,False
4,False
4,False
4,True
4,True
4,True
4,True
4,False
4,True
4,False
4,False
4,False
4,True
4,False
4,False
4,False
4,False
4,False
4,False
4,True
4,False
4,False
4,False
4,True
4,False
4,False
4,False
4,False
4,True
4,True
4,False
4,True
4,False
4,False
4,False
4,False
4,True
4,False
4,False
4,False
4,True
4,False
4,False
4,True
4,False
4,False
4,False
4,True
4,True
4,False
4,False
4,False
4,False
4,True
4,True
4,True
4,False
4,True
4,True
4,True
4,False
4,False
4,True
4,False
4,True
4,True
4,False
4,False
4,False
4,True
4,False
4,True
4,False
4,True
4,False
4,False
4,False
4,False
4,True
4,False
4,True
4,False
4,True
4,False
4,True
4,True
4,False
4,False
4,True
4,False
4,False
4,True
4,True
4,False
4,False
4,False
4,True
4,True
4,False
4,False
4,False
4,False
4,False
4,True
4,False
4,False
4,False
4,True
4,True
4,False
4,True
4,False
4,True
4,False
4,False
4,True
4,False
4,True
4,True
4,True
4,False
4,True
4,False
4,False
4,False
4,True
4,True
4,True
4,True
4,True
5,True
5,True
5,True
5,False
5,True
5,True
5,False
5,False
5,False
5,False
5,False
5,False
5,False
5,False
5,False
5,True
5,True
5,False
5,False
5,False
5,False
5,False
5,False
5,False
5,False
5,False
5,False
5,False
5,False
5,False
5,True
5,False
5,False
5,False
5,False
5,False
5,False
5,False
5,True
5,False
5,True
5,True
5,False
5,False
5,False
5,True
5,False
5,False
5,True
5,False
5,False
5,False
5,False
5,True
5,False
5,False
5,True
5,False
5,False
5,False
5,True
5,True
5,False
5,True
5,False
5,False
5,False
5,False
5,True
5,False
5,False
5,False
5,False
5,True
5,True
5,True
5,True
5,True
5,True
5,True
5,False
5,False
5,True
5,False
5,False
5,True
5,False
5,False
5,False
5,True
5,False
5,False
5,False
5,False
5,False
5,False
5,True
5,True
5,False
5,False
5,True
5,True
5,False
5,False
5,False
5,True
5,True
5,False
5,True
5,True
5,False
5,False
5,True
5,True
5,False
5,True
5,False
5,False
5,False
5,False
5,True
5,False
5,True
5,False
5,False
5,False
5,False
5,False
5,False
5,False
5,True
5,True
5,True
5,True
5,False
5,False
5,True
5,True
5,False
5,False
5,True
5,True
5,False
5,False
5,True
5,False
5,True
5,True
5,False
5,False
5,True
5,False
5,True
5,False
5,True
5,False
5,False
5,True
5,False
5,False
5,False
5,False
5,False
5,False
5,True
5,False
5,False
5,False
5,False
5,False
5,False
5,True
5,True
5,True
5,True
5,True
5,True
5,False
5,False
5,True
5,True
5,False
5,False
5,False
5,False
5,False
5,False
5,True
5,False
5,False
5,False
5,False
5,True
5,False
5,True
5,True
5,False
5,False
5,False
5,False
5,False
5,True
5,False
5,False
5,True
5,False
5,False
5,False
5,False
5,True
5,False
5,True
5,False
5,True
5,False
5,False
5,True
5,True
6,True
6,True
6,False
6,False
6,True
6,False
6,True
6,False
6,True
6,False
6,False
6,False
6,True
6,False
6,False
6,False
6,False
6,False
6,False
6,False
6,False
6,True
6,True
6,False
6,False
6,True
6,True
6,False
6,False
6,False
6,False
6,False
6,True
6,False
6,True
6,False
6,False
6,False
6,False
6,False
6,False
6,False
6,True
6,True
6,False
6,True
6,False
6,True
6,True
6,False
6,False
6,True
6,False
6,True
6,False
6,True
6,True
6,False
6,True
6,False
6,True
6,False
6,False
6,True
6,True
6,False
6,False
6,False
6,False
6,False
6,False
6,False
6,True
6,True
6,True
6,False
6,True
6,True
6,False
6,True
6,True
6,False
6,True
6,False
6,False
6,True
6,False
6,True
6,True
6,False
6,False
6,False
6,False
6,False
6,True
6,True
6,False
6,True
6,True
6,False
6,False
6,True
6,False
6,False
6,True
6,False
6,False
6,False
6,False
6,False
6,True
6,False
6,False
6,False
6,False
6,True
6,False
6,False
6,False
6,False
6,True
6,True
6,False
6,True
6,False
6,False
6,True
6,False
6,True
6,True
6,True
6,True
6,True
6,False
6,False
6,True
6,True
6,False
6,False
6,True
6,False
6,True
6,True
6,False
6,False
6,False
6,True
6,False
6,True
6,False
6,False
6,False
6,False
6,False
6,True
6,True
6,False
6,False
6,True
6,False
6,True
6,True
6,False
6,False
6,False
6,False
6,True
6,True
6,True
6,True
6,True
6,True
6,False
6,True
6,True
6,False
6,False
6,False
6,False
6,False
6,False
6,False
6,True
6,True
6,True
7,True
7,False
7,True
7,False
7,False
7,True
7,False
7,True
7,False
7,False
7,False
7,False
7,False
7,True
7,True
7,False
7,False
7,False
7,True
7,True
7,False
7,True
7,False
7,True
7,False
7,False
7,True
7,False
7,False
7,False
7,True
7,True
7,True
7,True
7,True
7,False
7,True
7,False
7,False
7,False
7,False
7,False
7,False
7,False
7,True
7,True
7,False
7,True
7,True
7,False
7,True
7,True
7,False
7,True
7,True
7,False
7,False
7,True
7,False
7,False
7,True
7,False
7,False
7,False
7,False
7,False
7,False
7,False
7,False
7,False
7,False
7,False
7,False
7,False
7,False
7,False
7,False
7,True
7,False
7,False
7,False
7,True
7,True
7,True
7,False
7,False
7,False
7,False
7,False
7,False
7,False
7,False
7,True
7,True
7,True
7,False
7,True
7,True
7,True
7,False
7,False
7,True
7,False
7,False
7,True
7,False
7,False
7,False
7,False
7,False
7,True
7,False
7,False
7,False
7,False
7,False
7,True
7,False
7,True
7,True
7,False
7,True
7,True
7,True
7,False
7,True
7,False
7,False
7,False
7,True
7,False
7,False
7,False
7,False
7,False
7,False
7,False
7,True
7,False
7,True
7,False
7,True
7,False
7,False
7,False
7,False
7,True
7,False
7,False
7,True
7,False
7,True
7,True
7,False
7,True
7,False
7,False
7,False
7,True
7,False
7,False
7,True
7,True
7,False
7,False
7,False
7,False
7,False
7,False
7,False
7,True
7,False
7,True
7,True
7,False
7,True
7,False
7,False
7,False
7,True
7,False
7,False
7,True
7,False
7,False
7,False
7,False
7,True
7,True
7,True
7,True
7,True
8,True
8,False
8,False
8,False
8,False
8,False
8,False
8,False
8,False
8,False
8,True
8,True
8,False
8,False
8,False
8,True
8,True
8,False
8,False
8,False
8,True
8,True
8,False
8,False
8,False
8,False
8,False
8,False
8,True
8,False
8,False
8,False
8,True
8,False
8,False
8,True
8,False
8,False
8,True
8,True
8,False
8,False
8,False
8,False
8,False
8,False
8,True
8,False
8,False
8,False
8,True
8,False
8,False
8,False
8,True
8,False
8,True
8,False
8,True
8,False
8,False
8,True
8,False
8,False
8,False
8,False
8,False
8,False
8,False
8,False
8,False
8,False
8,False
8,False
8,True
8,False
8,False
8,False
8,False
8,True
8,True
8,False
8,False
8,False
8,True
8,False
8,False
8,False
8,True
8,True
8,False
8,False
8,False
8,False
8,False
8,False
8,True
8,False
8,False
8,False
8,True
8,True
8,True
8,False
8,False
8,False
8,False
8,False
8,True
8,False
8,True
8,False
8,False
8,False
8,False
8,False
8,False
8,False
8,False
8,False
8,False
8,False
8,True
8,False
8,False
8,False
8,False
8,False
8,False
8,False
8,True
8,False
8,False
8,False
8,False
8,True
8,False
8,False
8,False
8,False
8,True
8,False
8,False
8,False
8,False
8,True
8,False
8,True
8,True
8,True
8,True
8,False
8,False
8,True
8,False
8,True
8,False
8,False
8,False
8,True
8,True
8,False
8,True
8,True
8,True
8,False
8,True
8,False
8,True
8,False
8,False
8,False
8,False
8,False
8,True
8,True
8,False
8,True
8,False
8,False
8,False
8,False
8,False
8,False
8,False
8,True
8,True
8,True
8,True
8,True
8,True
9,True
9,True
9,True
9,True
9,False
9,True
9,False
9,True
9,False
9,False
9,True
9,False
9,True
9,False
9,False
9,False
9,True
9,False
9,False
9,False
9,False
9,False
9,False
9,True
9,False
9,False
9,False
9,False
9,True
9,True
9,True
9,False
9,True
9,False
9,False
9,False
9,True
9,False
9,False
9,True
9,False
9,False
9,True
9,True
9,False
9,True
9,False
9,False
9,True
9,True
9,False
9,False
9,False
9,True
9,True
9,False
9,False
9,True
9,False
9,False
9,False
9,False
9,True
9,True
9,False
9,False
9,False
9,False
9,False
9,True
9,True
9,False
9,False
9,True
9,False
9,False
9,True
9,False
9,False
9,False
9,True
9,False
9,False
9,False
9,True
9,True
9,False
9,True
9,False
9,True
9,False
9,False
9,False
9,False
9,True
9,False
9,False
9,False
9,False
9,True
9,False
9,False
9,True
9,False
9,True
9,False
9,False
9,False
9,False
9,True
9,False
9,False
9,True
9,False
9,True
9,True
9,True
9,False
9,True
9,True
9,False
9,False
9,True
9,False
9,False
9,False
9,False
9,False
9,False
9,False
9,False
9,False
9,True
9,False
9,True
9,False
9,False
9,False
9,True
9,False
9,False
9,False
9,True
9,False
9,True
9,False
9,False
9,False
9,True
9,False
9,True
9,False
9,False
9,True
9,False
9,False
9,False
9,False
9,True
9,False
9,False
9,True
9,False
9,False
9,True
9,False
9,True
9,False
9,False
9,False
9,True
9,False
9,False
9,True
9,False
9,True
9,False
9,True
9,True
9,False
9,False
9,False
9,False
9,True
9,True
9,False
9,False
9,True
9,True
9,False
9,True
9,False
9,False
9,False
9,False
9,False
9,True
9,True
9,False
9,False
9,False
9,True
9,False
9,True
9,True
10,True
10,True
10,False
10,False
10,True
10,True
10,False
10,False
10,False
10,True
10,True
10,True
10,True
10,True
10,False
10,False
10,False
10,False
10,True
10,True
10,False
10,True
10,True
10,True
10,False
10,False
10,False
10,True
10,True
10,True
10,False
10,False
10,False
10,True
10,False
10,False
10,False
10,False
10,False
10,False
10,False
10,True
10,True
10,False
10,True
10,False
10,True
10,True
10,False
10,False
10,False
10,True
10,False
10,False
10,True
10,False
10,False
10,True
10,False
10,False
10,False
10,True
10,False
10,False
10,True
10,True
10,True
10,True
10,False
10,True
10,False
10,True
10,False
10,False
10,True
10,True
10,False
10,True
10,False
10,False
10,True
10,False
10,False
10,False
10,False
10,True
10,False
10,True
10,False
10,False
10,False
10,False
10,True
10,False
10,False
10,True
10,False
10,True
10,False
10,True
10,False
10,True
10,False
10,True
10,False
10,True
10,False
10,False
10,False
10,False
10,True
10,False
10,False
10,False
10,False
10,True
10,False
10,True
10,False
10,False
10,False
10,True
10,False
10,False
10,True
10,True
10,False
10,False
10,False
10,False
10,False
10,True
10,False
10,True
10,False
10,False
10,False
10,False
10,False
10,False
10,True
10,True
10,False
10,False
10,True
10,False
10,False
10,True
10,False
10,True
10,True
10,False
10,False
10,False
10,True
10,True
10,False
10,True
10,True
10,True
10,True
10,False
10,True
10,False
10,False
10,False
10,False
10,True
10,True
10,True
10,False
10,False
10,False
10,False
10,False
10,False
10,False
10,False
10,False
10,True
10,True
10,False
10,True
10,True
10,False
10,False
10,True
10,True
10,True
10,False
10,False
10,True
10,False
10,False
10,False
10,False
10,False
10,True
10,False
10,True
10,False
10,True
10,False
10,True
10,False
10,False
10,False
10,True
10,True
11,True
11,False
11,True
11,True
11,False
11,True
11,False
11,False
11,True
11,False
11,True
11,False
11,True
11,True
11,True
11,False
11,False
11,False
11,False
11,False
11,True
11,False
11,False
11,True
11,False
11,False
11,False
11,False
11,False
11,True
11,False
11,False
11,False
11,False
11,True
11,False
11,False
11,False
11,False
11,False
11,False
11,True
11,False
11,True
11,False
11,False
11,False
11,False
11,True
11,True
11,False
11,False
11,True
11,False
11,False
11,True
11,False
11,False
11,False
11,False
11,True
11,False
11,True
11,False
11,True
11,True
11,False
11,False
11,True
11,False
11,False
11,False
11,True
11,True
11,False
11,False
11,False
11,False
11,False
11,False
11,False
11,True
11,True
11,False
11,False
11,False
11,False
11,False
11,True
11,False
11,False
11,True
11,True
11,False
11,False
11,False
11,False
11,True
11,True
11,False
11,False
11,False
11,False
11,True
11,False
11,True
11,False
11,True
11,False
11,False
11,False
11,False
11,False
11,False
11,False
11,True
11,False
11,True
11,False
11,False
11,True
11,False
11,True
11,True
11,False
11,False
11,False
11,False
11,True
11,True
11,True
11,False
11,False
11,False
11,False
11,True
11,True
11,False
11,True
11,True
11,False
11,True
11,False
11,False
11,True
11,False
11,False
11,False
11,True
11,False
11,True
11,False
11,False
11,False
11,False
11,True
11,False
11,True
11,True
11,False
11,False
11,False
11,True
11,False
11,False
11,False
11,False
11,False
11,False
11,False
11,True
11,True
11,False
11,False
11,True
11,False
11,False
11,False
11,False
11,False
11,True
11,False
11,False
11,False
11,False
11,False
11,False
12,True
12,False
12,False
12,False
12,False
12,True
12,True
12,True
12,False
12,False
12,True
12,True
12,True
12,True
12,True
12,False
12,True
12,True
12,False
12,False
12,False
12,False
12,True
12,True
12,False
12,False
12,False
12,True
12,False
12,False
12,False
12,False
12,False
12,False
12,True
12,False
12,False
12,True
12,False
12,True
12,False
12,False
12,False
12,False
12,False
12,True
12,False
12,True
12,False
12,False
12,False
12,False
12,True
12,True
12,True
12,False
12,True
12,True
12,False
12,False
12,False
12,False
12,True
12,False
12,False
12,False
12,False
12,True
12,False
12,True
12,False
12,False
12,True
12,False
12,False
12,False
12,False
12,False
12,True
12,False
12,False
12,False
12,True
12,True
12,False
12,False
12,False
12,True
12,True
12,False
12,True
12,False
12,False
12,True
12,True
12,False
12,True
12,False
12,False
12,True
12,False
12,False
12,False
12,True
12,False
12,False
12,False
12,False
12,False
12,False
12,False
12,False
12,True
12,False
12,False
12,True
12,False
12,False
12,True
12,False
12,False
12,False
12,False
12,False
12,False
12,False
12,False
12,False
12,False
12,True
12,True
12,False
12,False
12,False
12,True
12,False
12,False
12,False
12,False
12,False
12,False
12,True
12,True
12,False
12,False
12,False
12,True
12,False
12,False
12,False
12,True
12,False
12,False
12,True
12,True
12,False
12,False
12,False
12,True
12,False
12,True
12,False
12,False
12,False
12,False
12,False
12,False
12,False
12,False
12,True
12,False
12,False
12,False
12,True
12,False
12,True
12,False
12,True
12,False
12,False
12,False
12,False
12,False
12,False
12,True
12,True
12,True
12,False
12,False
12,False
12,False
12,True
12,False
12,False
12,True
12,False
12,False
12,False
12,True
12,False
12,False
12,True
12,False
12,True
13,True
13,False
13,True
13,True
13,False
13,False
13,True
13,False
13,False
13,False
13,True
13,False
13,True
13,False
13,False
13,True
13,True
13,True
13,False
13,False
13,False
13,False
13,False
13,False
13,False
13,False
13,False
13,True
13,False
13,True
13,True
13,False
13,False
13,True
13,False
13,False
13,False
13,False
13,False
13,True
13,False
13,False
13,False
13,False
13,False
13,True
13,False
13,False
13,False
13,False
13,False
13,True
13,False
13,True
13,False
13,True
13,False
13,False
13,False
13,False
13,False
13,False
13,False
13,False
13,True
13,True
13,False
13,False
13,False
13,False
13,False
13,True
13,False
13,True
13,False
13,False
13,False
13,True
13,True
13,False
13,False
13,False
13,False
13,False
13,False
13,False
13,False
13,False
13,False
13,False
13,False
13,True
13,False
13,False
13,True
13,False
13,True
13,False
13,True
13,False
13,False
13,True
13,True
13,False
13,False
13,True
13,False
13,False
13,True
13,False
13,True
13,False
13,False
13,False
13,False
13,True
13,False
13,True
13,True
13,False
13,False
13,True
13,False
13,False
13,False
13,True
13,False
13,False
13,True
13,False
13,False
13,False
13,False
13,False
13,False
13,False
13,False
13,False
13,False
13,False
13,False
13,False
13,False
13,False
13,False
13,True
13,False
13,False
13,False
13,False
13,False
13,True
13,False
13,False
13,False
13,True
13,False
13,True
13,False
13,False
13,True
13,False
13,False
13,False
13,False
13,False
13,False
13,False
13,True
13,False
13,False
13,False
13,False
13,True
13,True
13,True
13,True
13,True
13,True
13,False
13,False
13,False
13,True
13,False
13,True
13,True
13,True
13,True
13,True
13,False
13,False
13,False
13,True
13,False
13,False
13,True
13,False
13,True
13,False
13,True
13,False
13,True
13,True
13,True
13,False
13,False
13,True
13,False
13,True
13,False
13,False
13,True
13,True
13,False
13,True
13,True
13,False
13,False
13,True
13,True
13,False
13,False
13,False
13,True
13,False
13,True
14,True
14,True
14,True
14,False
14,False
14,False
14,True
14,False
14,False
14,True
14,False
14,True
14,False
14,False
14,False
14,False
14,False
14,False
14,True
14,False
14,False
14,True
14,True
14,False
14,True
14,False
14,False
14,False
14,False
14,False
14,False
14,False
14,True
14,False
14,False
14,True
14,False
14,False
14,False
14,False
14,False
14,False
14,True
14,False
14,False
14,True
14,False
14,False
14,False
14,False
14,False
14,False
14,True
14,False
14,True
14,False
14,False
14,False
14,False
14,False
14,False
14,True
14,False
14,True
14,True
14,True
14,False
14,True
14,False
14,False
14,True
14,True
14,False
14,False
14,False
14,False
14,False
14,False
14,False
14,False
14,True
14,False
14,False
14,False
14,False
14,True
14,False
14,False
14,False
14,False
14,False
14,True
14,False
14,False
14,True
14,False
14,True
14,False
14,True
14,True
14,False
14,True
14,True
14,False
14,False
14,False
14,False
14,False
14,False
14,False
14,False
14,False
14,False
14,False
14,False
14,False
14,False
14,False
14,False
14,True
14,False
14,True
14,False
14,False
14,True
14,True
14,False
14,False
14,False
14,False
14,False
14,False
14,True
14,True
14,False
14,False
14,False
14,False
14,False
14,False
14,False
14,True
14,False
14,False
14,False
14,False
14,True
14,True
14,False
14,True
14,True
14,True
14,True
14,False
14,True
14,False
14,False
14,True
14,False
14,True
14,False
14,False
14,False
14,True
14,True
14,False
14,False
14,True
14,True
14,False
14,False
14,False
14,False
14,False
14,False
14,True
14,True
14,True
14,True
14,True
14,True
15,True
15,False
15,False
15,False
15,False
15,False
15,False
15,False
15,False
15,False
15,False
15,False
15,True
15,False
15,True
15,False
15,False
15,False
15,False
15,False
15,False
15,False
15,True
15,True
15,False
15,False
15,False
15,False
15,False
15,False
15,True
15,False
15,False
15,False
15,True
15,False
15,False
15,False
15,False
15,True
15,True
15,True
15,False
15,True
15,False
15,True
15,False
15,True
15,False
15,True
15,True
15,True
15,False
15,False
15,False
15,True
15,False
15,False
15,False
15,True
15,False
15,False
15,True
15,False
15,False
15,False
15,True
15,False
15,False
15,False
15,False
15,True
15,True
15,True
15,True
15,False
15,False
15,False
15,False
15,False
15,True
15,False
15,False
15,False
15,True
15,False
15,False
15,False
15,False
15,True
15,True
15,True
15,False
15,False
15,True
15,True
15,False
15,True
15,False
15,False
15,False
15,False
15,False
15,False
15,False
15,False
15,False
15,False
15,False
15,False
15,False
15,True
15,False
15,False
15,False
15,False
15,False
15,True
15,False
15,True
15,False
15,False
15,True
15,True
15,True
15,False
15,True
15,False
15,True
15,False
15,True
15,True
15,True
15,False
15,False
15,False
15,False
15,False
15,False
15,True
15,False
15,False
15,False
15,False
15,False
15,False
15,False
15,False
15,True
15,False
15,False
15,True
15,False
15,False
15,True
15,False
15,True
15,False
15,False
15,True
15,True
15,False
15,True
15,False
15,False
15,False
15,False
15,True
15,True
15,False
15,False
15,True
15,False
15,False
15,False
15,True
15,False
15,False
15,False
15,False
15,True
15,False
15,False
15,False
15,True
15,True
16,True
16,True
16,True
16,False
16,False
16,True
16,False
16,False
16,False
16,True
16,False
16,False
16,True
16,False
16,False
16,False
16,False
16,False
16,False
16,False
16,False
16,False
16,False
16,False
16,False
16,False
16,True
16,True
16,False
16,True
16,True
16,False
16,False
16,True
16,True
16,True
16,False
16,False
16,False
16,True
16,False
16,False
16,False
16,False
16,False
16,False
16,False
16,False
16,False
16,True
16,False
16,False
16,False
16,False
16,True
16,False
16,False
16,False
16,False
16,False
16,False
16,True
16,False
16,True
16,False
16,False
16,True
16,True
16,True
16,False
16,False
16,True
16,True
16,False
16,True
16,False
16,False
16,False
16,False
16,True
16,False
16,False
16,False
16,False
16,False
16,True
16,False
16,False
16,False
16,False
16,False
16,False
16,False
16,False
16,False
16,True
16,False
16,False
16,False
16,False
16,False
16,False
16,False
16,True
16,True
16,False
16,True
16,False
16,False
16,False
16,False
16,False
16,True
16,False
16,False
16,False
16,False
16,True
16,True
16,False
16,False
16,False
16,False
16,True
16,True
16,True
16,False
16,True
16,False
16,False
16,False
16,False
16,False
16,False
16,True
16,True
16,True
16,True
16,False
16,False
16,True
16,False
16,True
16,True
16,True
16,False
16,False
16,True
16,True
16,True
16,True
16,False
16,False
16,True
16,False
16,False
16,True
16,True
16,False
16,True
16,False
16,True
16,False
16,False
16,True
16,True
16,False
16,True
16,False
16,False
16,False
16,True
16,False
16,False
16,True
16,False
16,False
16,True
16,False
16,False
16,False
16,False
16,True
16,False
16,False
16,False
16,False
16,True
16,False
16,False
16,False
16,False
16,False
16,False
16,True
16,False
16,False
16,True
16,False
16,False
16,False
16,False
16,True
16,False
16,True
16,True
16,False
16,False
16,False
16,True
17,True
17,False
17,False
17,False
17,False
17,True
17,True
17,False
17,False
17,False
17,True
17,False
17,False
17,True
17,False
17,False
17,True
17,False
17,False
17,True
17,False
17,False
17,True
17,True
17,False
17,False
17,True
17,False
17,False
17,False
17,True
17,True
17,True
17,False
17,True
17,True
17,False
17,False
17,False
17,False
17,True
17,True
17,False
17,False
17,True
17,False
17,True
17,True
17,True
17,True
17,False
17,True
17,True
17,False
17,False
17,False
17,True
17,False
17,True
17,False
17,False
17,True
17,False
17,False
17,False
17,False
17,False
17,True
17,False
17,True
17,False
17,False
17,True
17,False
17,True
17,False
17,True
17,False
17,False
17,True
17,True
17,False
17,True
17,False
17,False
17,False
17,False
17,False
17,True
17,False
17,True
17,False
17,False
