replica,service_times
1,180
1,180
1,180
2,0
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
2,180
3,0
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
3,180
4,0
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
4,180
5,0
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
5,180
6,0
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
6,180
7,0
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
7,180
8,0
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
8,180
9,0
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
9,180
10,0
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
10,180
11,0
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
11,180
12,0
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
12,180
13,0
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
13,180
14,0
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
14,180
15,0
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
15,180
16,0
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
16,180
17,0
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
17,180
