replica,x,y
1,8821.874,16528.74
1,7412.8335,14344.573
1,10537.366,17012.97
1,6854.882,94.7437
1,6878.527,3137.0942
1,1914.5531,13965.695
1,13283.411,11241.371
1,16178.342,5573.563
1,11687.194,19060.738
1,15407.115,11338.22
1,2211.8398,15028.02
1,12183.31,6222.55
1,17841.908,188.80942
1,903.6211,4634.3657
1,543.904,9315.444
1,16717.988,4604.59
1,15452.001,19226.318
1,8152.333,16763.422
1,7400.211,6780.224
1,16030.301,7540.742
1,4405.177,12017.601
1,1631.5089,10290.41
1,11896.649,13041.895
1,14209.143,7583.292
1,11144.062,738.90533
1,1798.1968,10755.196
1,6430.981,18475.223
1,17660.623,16507.521
1,15470.075,19451.896
1,18685.873,10496.404
1,18433.992,1902.0659
1,1126.5999,13575.004
1,4425.6924,12600.692
1,6334.4453,3569.0815
1,12515.747,8591.988
1,15904.49,14272.557
1,5708.8545,3435.531
1,19497.975,13622.458
1,12763.338,18635.328
1,5291.4927,1796.3544
1,2398.9592,3600.8027
1,13759.244,3060.2554
1,7840.1597,18496.16
1,7768.631,16878.986
1,12079.182,7759.8647
1,271.88184,3595.9883
1,13096.424,1607.1357
1,16869.305,9335.207
1,14026.304,13368.681
1,4225.845,5816.22
1,877.1645,7441.0615
1,15790.696,17137.988
1,15104.331,13717.675
1,19558.014,2528.8052
1,16731.186,7601.816
1,5003.5674,10565.763
1,3024.3962,14950.645
1,3628.9634,18156.23
1,5116.177,5967.5474
1,14519.553,4078.747
1,18992.338,4634.4736
1,13409.727,13963.239
1,8194.8545,5901.484
1,7354.783,6668.909
1,4498.868,4868.734
1,8267.825,4288.217
1,18506.076,13219.831
1,13242.101,8562.342
1,9905.404,17351.225
1,6227.086,19451.254
1,14273.45,16391.201
1,9099.494,2724.6465
1,19557.031,15730.957
1,18427.986,16769.408
1,6522.2837,14242.131
1,13454.619,12159.882
1,562.8877,1768.9011
1,7856.582,16272.249
1,7483.288,10621.434
1,1689.518,3428.1653
1,12166.913,17045.988
1,19197.232,17460.06
1,12045.804,4323.058
1,5354.052,4051.3655
1,10888.844,4284.9297
1,9388.891,14651.7705
1,8986.838,16922.56
1,10654.195,18549.578
1,4011.949,16349.857
1,19742.44,11206.52
1,9784.663,16889.102
1,6383.8286,4632.389
1,14741.459,16663.283
1,1446.9731,8612.517
1,398.6712,643.3126
1,7014.8315,16284.205
1,2995.7136,8120.452
1,12615.478,13926.625
1,13466.623,19082.363
1,2071.95,9752.685
1,9132.8,6007.279
1,18065.742,19032.445
1,4161.2256,7592.1807
1,16374.549,17127.951
1,18624.146,3145.4695
1,14006.093,10902.191
1,155.50105,5374.169
1,11373.353,9053.811
1,2606.118,10580.14
1,15410.4795,5488.687
1,397.42007,18562.934
1,13949.612,8892.003
1,149.40646,13368.155
1,16684.11,13765.431
1,13821.924,7128.149
2,10000.0,10000.0
2,18549.584,956.2036
2,17330.852,7138.2495
2,15718.937,12130.559
2,10239.643,19424.771
2,10750.4,864.72235
2,12064.18,7205.846
2,13688.67,8801.108
2,19220.75,15562.91
2,15192.054,6500.901
2,10257.594,9027.29
2,10332.684,1483.5612
2,4492.8813,18204.35
2,19488.865,5574.011
2,14643.67,1149.2073
2,18943.168,7310.379
2,18612.51,15801.7705
2,9931.3545,613.9124
2,14420.926,17810.186
2,5870.282,7603.394
2,8158.54,13935.423
2,658.4666,4428.3574
2,3801.1436,5220.6978
2,2128.4941,5077.7607
2,5923.3374,16744.732
2,3620.0327,704.56274
2,4596.452,6352.84
2,14073.05,9673.682
2,16168.389,15968.153
2,2219.5059,6271.7773
2,18842.244,4561.332
2,15314.447,18334.236
2,3148.7202,18573.87
2,19844.648,15128.804
2,14894.053,11345.905
2,14577.524,10057.755
2,14762.641,18183.791
2,18031.645,15640.727
2,11308.79,14614.791
2,9747.622,14426.1
2,6396.277,10766.352
2,14200.296,1988.398
2,9251.61,9345.874
2,17755.135,6431.018
2,4767.439,5585.997
2,12397.808,17606.662
2,9806.418,15289.774
2,12907.736,3996.4102
2,228.76091,9271.251
2,16884.645,3414.4924
2,6042.2837,9356.294
2,3062.4333,5368.9897
2,12174.928,2320.768
2,14545.754,9859.608
2,14370.396,17876.52
2,17174.379,2279.0156
2,6721.6084,15816.925
2,11134.322,2853.9038
2,9098.078,2554.376
2,12058.342,14552.553
2,8024.1123,5480.044
2,3195.5583,408.8288
2,4276.5435,17480.172
2,319.89615,17747.193
2,16758.191,14860.73
2,9346.236,7466.6025
2,3036.552,4757.47
2,5857.315,5496.448
2,3662.1929,14881.159
2,2538.934,7862.793
2,12585.232,14568.155
2,10222.234,13666.052
2,9606.651,696.37036
2,17327.238,2692.6416
2,16872.502,11809.248
2,8825.165,10663.98
2,9296.587,16989.334
2,13027.487,18150.857
2,15381.765,19682.828
2,7220.154,527.43317
2,10756.799,14561.126
2,16330.543,13243.742
2,562.58014,17167.059
2,17390.523,10391.774
2,7956.2974,18111.121
2,2032.603,7920.9893
2,10014.7705,12736.941
2,2271.3157,19218.83
2,1086.1088,19633.227
2,10851.687,17642.107
2,13338.367,10676.199
2,11662.663,5315.452
2,10431.156,11506.492
2,9661.172,2430.3213
2,3089.3833,15162.3955
2,3106.8796,4968.6475
2,11251.222,19358.396
2,1721.726,19462.508
2,13328.952,18018.512
2,8142.312,9044.992
2,8014.106,16570.906
2,114.870674,12338.276
2,17911.457,7068.49
2,5001.064,19314.97
2,14512.64,8524.847
2,19392.062,8825.237
2,3218.6743,18063.445
2,2075.0576,15024.585
2,7465.8496,1701.2874
2,9707.959,7356.1465
2,13457.758,12575.029
2,11530.87,102.151726
2,16970.793,5298.6514
2,7348.025,12351.219
2,18257.002,15547.309
2,9561.16,8936.429
2,16379.901,8672.821
2,586.7677,17700.465
2,3058.8818,7271.6343
2,9248.886,109.38604
2,7624.7725,4140.5674
2,4092.3464,11715.275
2,352.7225,3738.5947
2,4854.6973,7516.683
2,4238.883,10772.889
2,17991.29,2813.2117
2,15844.846,16897.764
2,3634.4722,13959.423
2,17154.75,10615.731
2,10753.487,15862.08
2,13650.853,10418.987
2,7466.574,12666.764
2,12443.583,17816.527
2,3074.1855,15519.1045
2,2569.483,12445.562
2,330.00394,7905.5586
2,1740.3146,15292.697
2,905.85834,15558.868
2,15697.703,12368.731
2,13121.33,3956.8633
2,1344.1014,13711.191
2,5832.841,9187.743
2,8980.077,14615.526
2,7667.671,9900.464
2,17582.84,8114.813
2,9518.343,6217.691
2,12773.886,8961.569
2,2721.138,1798.7805
2,16596.008,19030.223
2,6882.983,12938.554
2,2571.559,18210.818
2,11555.884,10284.67
2,4315.5654,3289.6309
2,16596.13,2116.7466
2,13491.918,3974.2537
2,19848.44,7645.8447
2,1943.4478,18918.695
2,17654.256,11386.865
2,13055.678,17552.814
2,11199.288,16148.772
2,9936.74,3469.298
2,19404.72,7690.4053
2,401.87512,13186.16
2,10396.476,2222.645
2,13560.106,1463.542
2,3189.1125,9743.831
2,5442.117,8787.131
2,7048.17,7030.4316
2,93.94472,19849.41
2,12939.617,16290.123
2,11900.813,15208.368
2,906.5223,7329.6865
2,9018.659,18052.941
2,2342.76,12303.816
2,967.2623,16669.057
2,11698.294,13968.44
2,15309.679,19428.256
2,801.0738,13377.62
2,10628.625,16052.038
2,15885.702,3425.7144
2,14539.595,5511.5464
2,4078.55,19843.443
2,18760.932,2802.433
2,12358.85,1163.532
2,10657.936,13878.619
2,12280.559,5407.2285
2,7991.745,739.0902
2,10378.113,7639.173
2,1007.97766,10725.349
2,3156.3555,4617.305
2,11336.612,9029.324
2,15041.56,7903.1084
2,3892.1082,8365.65
2,19485.21,1995.4901
2,5775.2627,3677.7832
2,12337.91,19037.148
2,656.1358,19073.58
2,17087.88,19326.041
2,15928.891,18726.459
2,7071.898,16348.169
2,10022.215,17297.953
2,15439.77,18279.863
2,16919.328,18361.797
2,5882.8022,5650.921
2,9302.603,8763.361
2,3657.6763,16719.19
2,13649.029,13686.832
2,8526.529,18244.55
2,5334.89,13899.4375
2,15142.168,5985.5396
2,5840.007,17001.74
2,18072.914,15395.994
2,16019.159,5742.0176
2,3729.7607,4122.1616
3,10000.0,10000.0
3,5205.239,12772.481
3,6550.6475,3384.0142
3,9054.522,19374.172
3,8861.755,18724.508
3,1448.0289,5580.085
3,2515.7534,1651.0814
3,13933.274,8537.635
3,18654.336,9903.14
3,16721.299,4804.422
3,12771.744,10895.821
3,16128.88,9305.151
3,2357.5327,8368.121
3,7225.091,17748.746
3,840.8382,12685.657
3,5047.57,13988.774
3,19794.64,9170.449
3,12443.894,3300.5063
3,7729.6123,12248.397
3,1335.0359,12985.714
3,19890.676,17971.053
3,17561.725,3358.4868
3,7928.6777,4975.8154
3,7163.6777,18341.559
3,9004.011,15999.112
3,3134.6282,8354.674
3,4218.165,2753.2593
3,6960.865,572.64966
3,1966.9463,15566.949
3,11935.493,19286.885
3,18399.312,13087.863
3,237.6304,7331.502
3,12569.917,8048.3994
3,15864.842,15597.674
3,3730.5654,5330.8823
3,14783.224,11114.669
3,16987.578,2993.908
3,15680.651,5865.705
3,6266.054,14646.011
3,7982.1797,3563.912
3,1107.677,4308.275
3,10251.437,8907.99
3,19885.723,11607.425
3,13390.431,18701.916
3,2415.078,16368.164
3,2617.987,361.55246
3,7833.464,2850.927
3,18762.965,7014.675
3,16157.93,13642.923
3,2846.9463,15946.893
3,19147.857,11277.792
3,18840.705,1037.1401
3,19659.477,1404.2937
3,418.68106,3448.7166
3,6209.3535,11368.273
3,11097.817,6635.6826
3,6021.8936,2062.2844
3,12717.022,7114.301
3,17907.008,10892.037
3,18699.791,19786.549
3,15462.943,2955.5896
3,8750.732,1309.6754
3,4248.4907,7562.646
3,11596.419,572.7057
3,9763.017,19362.855
3,18640.816,9625.9375
3,2882.3447,7393.5146
3,2563.1765,13908.598
3,11456.749,124.60301
3,15927.408,12607.207
3,2350.742,4269.7915
3,1406.8099,17491.404
3,15849.433,19423.533
3,16029.562,6338.1094
3,8035.647,2549.6628
3,3170.1653,9414.369
3,5615.637,16105.324
3,8116.9097,8662.143
3,12146.976,18815.63
3,19556.756,7816.8696
3,9725.322,13626.984
3,5872.01,4392.1787
3,13078.435,19754.707
3,19359.807,4043.1194
3,6736.125,8176.869
3,9135.588,7726.1006
3,13357.622,9666.941
3,17095.814,11698.894
3,5272.5796,1929.9874
3,2523.93,16329.174
3,0.79599303,10309.999
3,7360.805,4354.1475
3,17670.799,8583.293
3,4311.0,8984.748
3,6503.074,2751.8818
3,196.47476,8823.3125
3,18909.31,4115.763
3,18799.594,16041.052
3,12970.806,14400.435
3,9274.75,19887.953
3,3738.72,14879.599
3,15418.545,8874.3125
3,4938.753,1282.2114
3,4299.3813,16942.775
3,2928.6982,19897.646
3,10294.508,19489.303
3,10185.461,10812.562
3,10077.133,19584.113
3,15896.914,8321.551
3,17355.64,6934.298
3,15755.465,17110.453
3,18112.42,5284.0674
3,5618.2524,6935.1255
3,4853.273,5788.346
3,16710.457,9602.565
3,5577.8823,6975.285
3,17191.76,2416.5627
3,1106.4546,12834.973
3,3230.1648,4080.0469
3,3929.1892,11897.835
3,3930.361,17850.994
3,18086.06,19847.479
3,4414.757,4838.677
3,15776.389,468.98038
3,1815.3682,15690.468
3,8550.182,19933.61
3,6449.6577,13517.419
3,15079.6455,19980.586
3,6320.8394,15756.309
3,12378.059,5336.031
3,1007.54297,13641.897
3,3134.107,5440.762
3,19196.021,17409.84
3,19164.475,14293.765
3,7035.416,3478.5757
3,17142.605,15805.705
3,16323.251,18581.855
3,14851.646,17622.295
3,10323.751,6170.442
3,13543.505,3553.1985
3,14913.037,10801.431
3,9326.234,1913.5421
3,6030.9385,18122.342
3,1782.0376,8348.533
3,8858.087,13930.001
3,16977.502,11009.123
3,2296.2903,9984.27
3,2981.816,1583.4672
3,19656.605,3976.233
3,10718.595,14302.339
3,19848.443,5886.967
3,10045.139,6914.0156
3,18487.727,9325.833
3,19731.742,11226.917
3,10196.877,10494.503
3,16000.807,11489.3955
3,1311.2872,2745.9736
3,14482.758,13133.586
3,18030.834,8859.4375
3,2115.7996,3065.0625
3,15021.736,5690.469
3,11926.938,11290.115
3,11356.429,4599.888
3,6356.8833,6930.2026
3,1175.168,432.014
3,1965.5369,12987.415
3,18654.488,8019.973
3,3314.4353,19835.764
3,13161.597,8142.709
3,11562.682,15293.121
3,12240.708,14197.363
3,2976.1147,9836.809
3,14714.114,12760.271
3,18367.81,18778.877
3,19466.281,9349.992
3,15160.929,1493.2742
3,2991.166,5691.637
3,669.2434,5508.9644
3,13759.368,14407.88
3,16729.592,15691.099
3,2095.3752,13664.567
3,8417.877,18351.105
3,11746.941,1154.5947
3,3988.4475,17171.852
3,11185.072,11237.804
3,9954.744,5132.618
3,18153.377,17388.559
3,8178.7676,9430.686
3,13753.939,3606.2908
3,10890.0,11313.499
3,13085.234,6199.8184
3,9475.922,13316.043
3,795.27106,12937.317
3,11261.122,19639.328
3,18924.047,13075.176
3,12257.569,813.9608
3,14580.53,19813.973
3,1276.5133,11868.225
3,19724.871,4717.208
3,4210.569,16039.18
3,16585.297,5209.707
3,6677.2324,3421.9128
3,17573.81,1839.0077
3,6299.578,15983.945
3,18260.861,3033.517
3,13041.415,17080.504
3,18973.287,19946.857
3,19542.951,3277.5906
3,8285.234,2875.4534
3,19703.742,19878.002
4,10000.0,10000.0
4,6293.224,288.4079
4,13599.518,14074.59
4,10446.705,543.4332
4,9672.799,13735.863
4,11566.503,2035.1508
4,11737.153,1007.339
4,6644.761,19461.727
4,10740.346,3605.8423
4,1578.8588,13612.199
4,6205.8164,16040.082
4,19392.498,3362.764
4,18435.002,4132.5767
4,14048.489,4486.2803
4,10612.169,207.2333
4,5961.9653,5275.9307
4,11078.533,14167.601
4,9736.065,2490.4246
4,18205.152,9533.096
4,10768.36,2904.9126
4,6858.33,18068.0
4,12696.73,18564.977
4,14507.889,1518.2997
4,19224.646,7453.3447
4,4631.744,7563.433
4,2336.82,9359.73
4,14269.022,14896.692
4,8030.0835,362.47574
4,3139.4653,15650.976
4,6752.904,14840.591
4,4620.7803,1911.1117
4,7012.779,5039.321
4,13288.488,5971.6396
4,18737.326,6149.6445
4,17114.832,16720.395
4,13166.15,8537.648
4,12904.228,1258.1935
4,1724.8115,2318.8845
4,11595.358,11614.024
4,371.87488,2267.1619
4,13981.951,19003.814
4,7422.0557,1393.9639
4,5758.6626,15871.554
4,13826.0625,7428.266
4,13292.847,2082.5034
4,2340.1167,17985.885
4,12943.69,18119.504
4,4289.9126,11667.934
4,4494.46,19666.676
4,18760.049,3453.896
4,5447.825,13978.559
4,6522.521,19179.002
4,15808.325,3392.9072
4,7522.953,11705.562
4,17230.89,5444.26
4,15790.665,1928.5669
4,4542.9194,19573.232
4,1246.2616,1740.7606
4,11290.1875,16808.88
4,10578.373,10957.88
4,973.05396,16211.84
4,15228.84,12332.279
4,10027.93,4871.792
4,3348.0396,978.767
4,1733.4506,15075.526
4,3524.4395,1102.4817
4,16562.453,260.7318
4,13270.115,5669.2886
4,19652.285,204.23459
4,8414.173,18717.484
4,14616.3125,19166.08
4,19233.896,18115.814
4,16618.7,9934.98
4,2788.497,2395.8315
4,12597.366,6229.8706
4,7675.0674,19878.041
4,15746.076,1827.838
4,9629.338,19670.697
4,4114.899,12.511362
4,4025.0984,14567.515
4,19096.078,8322.258
4,8077.6104,15817.875
4,8506.043,2956.522
4,19105.314,12382.978
4,4809.8267,11336.609
4,668.1312,10949.917
4,13452.646,284.33008
4,14803.584,17789.39
4,12740.019,258.69904
4,12360.632,1348.7399
4,1509.0052,19777.59
4,15711.981,2624.4666
4,1242.3428,4911.4097
4,15716.329,7959.8193
4,13503.132,14142.749
4,5395.923,8957.353
4,17223.717,1237.6464
4,5900.843,12561.571
4,13151.483,17141.574
4,17521.213,9845.625
4,15979.913,4277.778
4,7696.594,1797.7687
4,17996.531,4317.798
4,3260.2732,586.9758
4,16171.637,18140.326
4,4500.707,13236.38
4,4267.4155,17693.441
4,1818.914,18955.652
4,12726.367,13497.643
4,7265.4707,10399.093
4,6034.689,5789.696
4,19283.967,19554.232
4,4278.3623,12745.911
4,11115.898,19967.902
4,7843.205,4639.757
4,19919.768,12869.257
4,8886.641,12230.052
4,10731.2295,3736.3623
4,4522.6387,742.48004
4,14686.477,11292.0625
4,2149.6614,8454.87
4,5529.2217,10498.686
4,13809.89,13610.272
4,14191.495,1339.501
4,4093.8313,11727.173
4,6224.3843,13707.819
4,15372.865,13566.394
4,7788.0967,7542.3364
4,18027.117,17322.084
4,4283.015,11000.762
4,11121.255,8194.981
4,5564.47,14978.885
4,14158.497,19418.975
4,12608.233,8410.686
4,2937.388,13304.761
4,16085.008,6273.965
4,16489.568,16132.51
4,4527.3853,13637.542
4,951.7767,13944.928
4,15796.984,9915.881
4,11224.191,2259.0369
4,8490.921,796.08496
4,19338.197,1071.2739
4,4979.735,15117.685
4,9834.407,17230.508
4,7898.994,3350.5432
4,11704.205,4809.0034
4,9992.19,945.2915
4,11970.8545,3451.3909
4,2371.8315,1888.303
4,3237.4275,16744.596
4,15015.24,18434.674
4,18260.285,12076.309
4,17564.24,11198.886
4,18239.662,40.689953
4,18141.576,14303.492
4,4061.2356,7533.335
4,17176.232,12997.437
4,4817.5005,7923.377
4,16288.545,16452.9
4,5256.5986,18238.51
4,19649.752,1688.8009
4,16576.988,2394.3489
4,13370.54,3916.2627
4,16355.445,11614.281
4,3356.6494,6135.3374
4,3891.943,2724.6765
4,4126.1133,11010.899
4,1143.7533,6346.1787
4,19135.553,1671.1628
4,19518.854,17482.111
4,1278.3325,11875.136
4,2724.8862,2686.8477
4,8919.981,16574.445
4,8845.272,16348.105
4,8766.246,6397.2036
4,15219.024,19490.748
4,17324.408,19403.54
4,5138.7656,17211.912
4,12341.129,1658.3755
4,19793.238,15681.82
4,10127.38,11286.955
4,1099.3241,1971.5641
4,4387.129,8162.837
4,6848.1455,17901.062
4,14906.19,12913.029
4,7471.5933,3872.3967
4,15943.062,16928.008
4,3863.571,6216.645
4,10275.633,5158.174
4,9202.782,19337.42
4,7244.34,15764.613
4,1858.9269,15629.968
4,11965.051,8545.52
4,15241.961,15111.899
4,7712.594,3957.6265
4,15789.891,1112.0435
4,2885.9832,14999.292
4,15831.751,12696.417
4,3709.8623,13716.039
4,11817.118,12215.017
4,6979.3394,9616.342
4,8273.454,5361.6836
4,13081.854,4462.071
4,5780.352,5554.0195
4,8442.388,12500.16
5,10000.0,10000.0
5,2146.118,4856.8228
5,16706.262,8298.664
5,16375.078,399.77017
5,11699.424,1329.1497
5,3587.6077,18942.809
5,18280.635,15099.201
5,5927.5996,13266.115
5,19011.494,11952.291
5,15934.514,3252.5723
5,2157.3503,17052.328
5,3410.8796,4581.0303
5,2568.2278,12581.134
5,8202.831,9111.146
5,7089.796,7011.745
5,7041.019,8433.567
5,1070.3014,10525.852
5,15218.332,18353.56
5,18192.008,5139.994
5,3523.044,17052.518
5,17029.441,19595.145
5,5966.6606,5437.0337
5,7267.5776,4087.663
5,17792.154,4173.8105
5,13374.286,13930.264
5,19069.098,5223.0786
5,13157.858,15948.629
5,3740.1223,5352.118
5,7454.2847,17284.406
5,8283.265,4433.1353
5,16966.16,16479.32
5,4607.925,4589.6807
5,5229.9575,18557.855
5,10752.066,5521.873
5,1608.6476,11330.799
5,8735.604,10027.52
5,15235.093,19935.832
5,10504.811,7900.568
5,3340.8582,8091.1475
5,14573.114,15467.892
5,19930.316,15074.979
5,11040.563,9032.454
5,8498.739,18801.479
5,5844.1875,15422.856
5,1158.0249,19625.965
5,15437.642,208.37369
5,18008.238,9542.711
5,2926.5608,17936.633
5,7705.6816,10766.802
5,11567.308,9517.993
5,4238.0225,19311.557
5,18974.188,12994.309
5,6298.4897,18738.373
5,6721.545,9396.885
5,1277.51,16446.477
5,19439.742,5835.5767
5,19991.56,14241.019
5,18926.588,16811.596
5,19063.967,15420.474
5,9516.811,14546.345
5,15885.456,4224.0166
5,9841.115,12301.503
5,10236.436,14619.079
5,2520.2625,18749.824
5,13515.938,1767.7982
5,15804.876,12800.777
5,19090.328,11046.256
5,6774.6357,15840.901
5,6175.4185,19203.834
5,18001.6,5515.997
5,8130.7803,9677.912
5,13002.753,12619.17
5,16757.06,15049.65
5,2736.1758,1028.1813
5,16639.97,9214.498
5,17317.812,11354.318
5,16614.035,7284.679
5,5906.491,2652.5037
5,18741.842,7016.641
5,17038.01,11478.294
5,8302.457,14922.888
5,10533.733,19859.334
5,12472.803,5240.111
5,5087.2544,2025.9436
5,2382.4727,2752.82
5,1162.8639,15006.6875
5,17191.441,12637.237
5,13849.542,15775.632
5,10467.236,8052.8013
5,19844.96,10967.757
5,10835.56,1032.7917
5,8723.053,1364.7852
5,5517.4624,18979.5
5,5789.7817,15455.096
5,16510.035,15885.458
5,18039.537,16539.266
5,3450.6118,11106.9
5,15423.866,2653.9048
5,2889.4766,15131.133
5,7561.821,1049.904
5,9112.453,9198.8
5,2099.3313,18188.484
5,16602.543,407.39594
5,16571.87,1761.3845
5,16879.768,7403.0483
5,14729.736,15156.68
5,16383.963,17737.062
5,19189.54,11510.436
